"","L","Z","A","Y"
"3458",1,2,11,4500
"3459",0,39,12,200
"3460",1,28,12,0
"3461",0,13,12,7000
"3462",1,15,12,2900
"3463",0,19,9,0
"3464",0,39,11,6000
"3465",0,13,11,1302
"3466",0,13,9,7800
"3467",1,2,10,8000
"3468",1,9,11,0
"3469",0,17,12,0
"3470",0,19,14,0
"3471",0,1,12,352
"3472",0,1,12,500
"3473",0,28,11,597
"3474",1,13,12,1600
"3475",0,28,11,130
"3476",0,1,11,5000
"3477",0,28,10,0
"3478",0,39,11,1685
"3479",1,13,11,400
"3480",0,1,8,0
"3481",1,13,12,600
"3482",0,2,14,3000
"3483",1,9,12,11740
"3484",0,13,12,4000
"3485",0,16,14,1947
"3486",1,2,12,14500
"3487",0,1,11,0
"3488",0,17,11,0
"3489",0,1,12,1906
"3490",0,13,12,7000
"3491",0,0,8,0
"3492",1,39,11,3000
"3493",0,1,12,4067
"3494",1,17,11,9000
"3495",0,13,12,6340
"3496",1,19,12,6380
"3497",0,16,16,200
"3498",0,37,12,9291
"3499",0,19,11,400
"3500",0,1,8,88
"3501",0,5,10,700
"3502",0,40,13,6000
"3503",0,16,12,1814
"3504",0,0,10,310
"3505",1,17,7,0
"3506",0,9,12,2400
"3507",0,13,12,500
"3508",0,17,12,0
"3509",0,19,13,7325
"3510",1,28,10,5600
"3511",0,13,14,0
"3512",0,17,13,0
"3513",1,16,10,1000
"3514",0,13,12,20
"3515",1,13,12,1102
"3516",0,16,11,2178
"3517",1,2,8,2000
"3518",1,37,12,5000
"3519",0,37,13,1591
"3520",0,28,16,6000
"3521",1,13,12,0
"3522",1,0,14,2958
"3523",0,9,11,1500
"3524",0,19,12,0
"3525",1,16,10,12800
"3526",0,1,12,10000
"3527",1,15,12,3000
"3528",0,19,11,0
"3529",0,9,14,0
"3530",0,13,11,600
"3531",1,13,10,2412
"3532",1,16,12,17300
"3533",1,346,11,12000
"3534",1,16,12,4500
"3535",0,13,12,0
"3536",0,16,12,0
"3537",0,0,13,0
"3538",0,39,12,1356
"3539",0,13,12,978
"3540",1,13,12,1683
"3541",0,0,12,1440
"3542",1,15,12,900
"3543",0,37,17,50
"3544",0,19,8,0
"3545",0,16,12,0
"3546",0,39,12,2360
"3547",0,17,10,250
"3548",0,9,12,0
"3549",0,16,11,0
"3550",1,1,8,1000
"3551",1,16,13,12000
"3552",0,40,11,0
"3553",1,2,12,5000
"3554",0,39,12,0
"3555",0,13,10,2000
"3556",0,2,14,0
"3557",1,16,10,8000
"3558",1,5,12,2000
"3559",1,0,11,168
"3560",1,13,12,11500
"3561",0,16,12,1000
"3562",0,1,12,3120
"3563",0,16,12,0
"3564",0,39,9,0
"3565",0,13,11,120
"3566",0,9,17,0
"3567",0,0,12,6636
"3568",1,13,12,2500
"3569",0,13,12,4000
"3570",0,19,12,0
"3571",0,39,10,0
"3572",1,13,8,800
"3573",0,16,12,6700
"3574",0,19,12,0
"3575",0,16,10,1708
"3576",0,13,12,215
"3577",0,19,14,0
"3578",1,17,12,5000
"3579",1,39,13,7000
"3580",0,1,10,533
"3581",1,17,12,500
"3582",1,19,8,0
"3583",0,1,12,40
"3584",0,39,10,492
"3585",1,13,12,5000
"3586",1,13,12,1168
"3587",1,15,8,0
"3588",1,17,10,7935
"3589",0,0,12,4300
"3590",0,13,12,4300
"3591",0,15,13,13000
"3592",0,19,11,2800
"3593",1,16,16,9600
"3594",0,13,12,3600
"3595",1,39,10,13551
"3596",1,13,9,4500
"3597",0,2,11,400
"3598",1,1,9,9000
"3599",0,13,12,7500
"3600",0,15,12,134
"3601",1,19,11,5280
"3602",1,13,12,2700
"3603",0,40,11,0
"3604",1,2,12,1277
"3605",1,19,11,0
"3606",0,15,9,0
"3607",0,28,9,2000
"3608",0,5,12,12000
"3609",0,16,13,4120
"3610",0,17,12,1500
"3611",1,40,11,0
"3612",1,16,11,3000
"3613",0,39,10,450
"3614",1,17,10,0
"3615",0,17,12,4000
"3616",0,13,12,8000
"3617",1,39,12,1500
"3618",1,9,13,6500
"3619",1,15,12,5000
"3620",0,39,12,9000
"3621",0,1,12,821
"3622",1,19,16,0
"3623",0,13,11,7600
"3624",0,37,9,0
"3625",1,1,11,1998
"3626",0,1,12,98
"3627",1,16,13,4000
"3628",1,19,12,4800
"3629",1,1,8,0
"3630",1,1,12,175
"3631",0,15,12,3600
"3632",1,39,13,1725
"3633",0,13,14,0
"3634",0,13,12,960
"3635",0,1,8,1400
"3636",0,13,12,0
"3637",0,19,9,0
"3638",0,39,14,2400
"3639",0,9,14,2615
"3640",1,19,11,1400
"3641",0,13,10,2400
"3642",0,1,10,162
"3643",0,40,8,0
"3644",0,2,14,3640
"3645",1,0,10,1980
"3646",0,9,12,6000
"3647",0,9,8,0
"3648",0,13,12,4730
"3649",1,16,14,16000
"3650",0,39,13,100
"3651",1,19,12,780
"3652",1,37,8,325
"3653",0,15,12,450
"3654",1,1,10,30
"3655",1,5,12,1120
"3656",1,17,12,3000
"3657",0,2,12,4685
"3658",1,13,11,3451
"3659",0,9,11,0
"3660",0,5,12,15000
"3661",0,2,12,400
"3662",1,16,9,9527
"3663",0,9,13,1200
"3664",1,19,10,0
"3665",1,19,10,0
"3666",0,13,8,410
"3667",0,16,15,800
"3668",0,346,10,7560
"3669",1,17,11,5484
"3670",0,15,14,0
"3671",1,9,12,4000
"3672",0,9,8,3004
"3673",0,37,11,0
"3674",0,19,12,0
"3675",0,19,12,0
"3676",1,13,8,0
"3677",1,0,11,256
"3678",0,19,10,10400
"3679",1,9,9,130
"3680",0,15,12,1000
"3681",1,19,14,7500
"3682",0,13,14,13696
"3683",0,13,11,952
"3684",0,1,11,400
"3685",0,13,8,0
"3686",1,1,9,0
"3687",1,13,12,540
"3688",1,1,15,5000
"3689",0,2,14,873
"3690",0,13,12,6466
"3691",0,16,10,0
"3692",0,13,11,6500
"3693",0,39,12,0
"3694",0,13,12,999
"3695",1,13,16,0
"3696",1,9,12,1900
"3697",1,13,12,10000
"3698",1,0,12,0
"3699",0,5,12,500
"3700",1,17,8,0
"3701",0,9,10,0
"3702",0,37,12,200
"3703",0,1,9,4000
"3704",0,2,10,200
"3705",1,13,12,0
"3706",1,13,13,3341
"3707",0,19,12,0
"3708",1,13,12,0
"3709",1,13,8,2144
"3710",1,19,12,2200
"3711",1,37,12,9600
"3712",0,40,9,1318
"3713",1,17,11,0
"3714",0,16,11,6456
"3715",0,0,10,3442
"3716",1,17,14,7200
"3717",0,39,12,2836
"3718",1,15,11,5000
"3719",1,9,13,12500
"3720",0,28,9,200
"3721",1,1,9,800
"3722",1,13,14,3000
"3723",0,13,11,1500
"3724",1,13,17,0
"3725",0,17,16,308
"3726",0,19,9,1500
"3727",0,28,13,4000
"3728",1,2,12,5162
"3729",0,16,12,2445
"3730",0,17,12,0
"3731",0,9,12,240
"3732",1,9,12,8000
"3733",0,17,14,3000
"3734",0,1,11,994
"3735",1,13,13,1000
"3736",1,13,12,2900
"3737",0,346,12,6000
"3738",0,16,13,0
"3739",0,19,10,0
"3740",1,19,8,0
"3741",0,17,12,800
"3742",0,17,9,0
"3743",0,13,11,2500
"3744",1,13,9,0
"3745",1,13,9,7567
"3746",1,2,10,2000
"3747",0,13,12,896
"3748",0,17,11,0
"3749",0,5,12,0
"3750",0,13,13,5000
"3751",0,13,12,3300
"3752",1,2,15,4400
"3753",0,13,12,7000
"3754",0,40,11,0
"3755",0,19,15,1000
"3756",0,1,12,0
"3757",0,15,12,7000
"3758",1,39,9,2000
"3759",0,9,10,3300
"3760",0,15,12,40
"3761",1,1,12,500
"3762",0,17,12,3000
"3763",1,28,13,0
"3764",1,2,10,0
"3765",1,16,14,2500
"3766",0,13,12,2000
"3767",0,13,10,0
"3768",0,13,16,1500
"3769",0,39,12,5400
"3770",1,1,8,420
"3771",0,1,12,0
"3772",1,13,9,0
"3773",0,39,9,3921
"3774",0,13,12,706
"3775",0,346,10,0
"3776",0,17,8,5412
"3777",0,13,14,8000
"3778",1,17,11,3000
"3779",0,13,12,0
"3780",1,13,9,3000
"3781",1,19,15,2430
"3782",0,13,12,0
"3783",0,13,11,2490
"3784",1,39,12,213
"3785",0,13,12,700
"3786",1,9,9,0
"3787",0,19,12,0
"3788",0,1,12,5000
"3789",0,13,10,0
"3790",0,13,8,3500
"3791",0,13,14,0
"3792",0,17,12,2000
"3793",0,16,10,4444
"3794",0,13,10,2344
"3795",1,9,9,3500
"3796",1,19,11,9400
"3797",1,19,8,0
"3798",0,9,11,0
"3799",1,16,10,9100
"3800",0,17,12,0
"3801",0,19,8,0
"3802",1,13,10,0
"3803",1,9,12,1200
"3804",0,19,12,200
"3805",1,13,12,6000
"3806",0,39,11,3438
"3807",0,39,12,2223
"3808",0,13,11,460
"3809",1,19,8,120
"3810",0,15,14,0
"3811",0,39,10,1800
"3812",1,17,8,15120
"3813",0,17,12,2500
"3814",0,17,12,5500
"3815",0,1,11,2000
"3816",0,17,14,5200
"3817",0,15,12,1350
"3818",0,16,12,2500
"3819",1,13,14,15000
"3820",1,19,14,9900
"3821",0,16,10,900
"3822",0,16,11,1800
"3823",1,13,10,4000
"3824",0,346,12,0
"3825",1,13,12,300
"3826",1,5,9,3000
"3827",0,2,13,12800
"3828",0,19,12,1800
"3829",0,13,10,0
"3830",0,13,9,4060
"3831",1,13,12,9800
"3832",0,28,11,0
"3833",0,39,10,2250
"3834",0,39,12,3500
"3835",0,19,11,0
"3836",1,16,12,4000
"3837",1,39,10,9000
"3838",0,1,9,4020
"3839",1,1,12,8000
"3840",0,19,10,4778
"3841",1,19,10,150
"3842",1,28,11,0
"3843",0,9,11,0
"3844",1,19,12,0
"3845",0,19,8,0
"3846",0,13,12,0
"3847",0,17,12,0
"3848",1,1,10,4000
"3849",1,13,9,8400
"3850",1,0,12,1185
"3851",1,39,12,4810
"3852",0,0,13,3000
"3853",0,346,14,0
"3854",0,39,15,1900
"3855",0,15,15,0
"3856",1,9,12,7323
"3857",0,17,11,6800
"3858",0,13,15,979
"3859",0,13,10,7630
"3860",1,2,11,0
"3861",1,19,8,2780
"3862",1,19,8,9000
"3863",0,1,12,3640
"3864",0,9,8,1600
"3865",0,346,12,0
"3866",1,13,10,16800
"3867",1,13,8,2107
"3868",1,16,16,10000
"3869",0,39,12,1158
"3870",1,2,12,300
"3871",1,16,11,9600
"3872",0,13,9,11500
"3873",1,19,12,178
"3874",0,15,12,8800
"3875",0,15,14,0
"3876",1,13,10,7000
"3877",1,13,12,80
"3878",0,9,12,0
"3879",1,19,12,890
"3880",0,13,12,10000
"3881",1,16,14,0
"3882",0,13,12,6100
"3883",0,16,12,92
"3884",0,13,12,1600
"3885",0,1,12,0
"3886",1,17,13,9000
"3887",0,19,10,9600
"3888",1,17,12,2938
"3889",1,1,16,7230
"3890",1,39,12,4000
"3891",1,28,14,1200
"3892",0,1,8,0
"3893",1,13,10,2200
"3894",1,39,14,14000
"3895",1,40,17,5000
"3896",0,16,12,12000
"3897",1,9,12,0
"3898",0,5,12,9525
"3899",1,13,12,6000
"3900",1,39,11,8000
"3901",1,0,12,5000
"3902",1,17,10,0
"3903",1,28,11,5000
"3904",0,9,10,4000
"3905",0,17,9,0
"3906",1,13,11,0
"3907",0,15,12,1280
"3908",1,19,8,9675
"3909",1,13,12,0
"3910",0,13,17,8320
"3911",1,13,16,0
"3912",0,9,10,0
"3913",1,13,9,0
"3914",0,37,12,20
"3915",1,0,10,2855
"3916",1,17,9,0
"3917",1,13,11,0
"3918",0,39,9,162
"3919",0,2,8,0
"3920",0,17,8,5300
"3921",1,13,11,8400
"3922",1,13,12,96
"3923",1,2,11,12000
"3924",0,9,12,0
"3925",0,0,12,408
"3926",0,9,12,520
"3927",1,13,12,8500
"3928",1,19,10,13000
"3929",1,1,8,5117
"3930",0,39,12,3200
"3931",1,13,12,2600
"3932",0,13,12,0
"3933",0,28,10,0
"3934",1,13,14,400
"3935",0,1,12,800
"3936",1,13,12,9464
"3937",1,17,11,500
"3938",0,13,12,2500
"3939",1,39,12,9266
"3940",0,9,12,1100
"3941",1,9,12,200
"3942",1,19,11,2500
"3943",1,39,17,13819
"3944",1,13,10,7000
"3945",1,40,8,10500
"3946",0,1,9,0
"3947",0,15,12,0
"3948",1,1,11,1000
"3949",0,2,9,0
"3950",0,9,12,0
"3951",0,16,13,2500
"3952",0,9,10,0
"3953",0,13,13,7280
"3954",0,9,11,0
"3955",1,39,12,670
"3956",0,13,14,0
"3957",1,28,15,14500
"3958",0,346,12,10000
"3959",0,39,11,0
"3960",0,17,13,1340
"3961",0,16,13,325
"3962",1,9,15,6000
"3963",1,19,13,784
"3964",0,1,11,6700
"3965",1,39,12,6000
"3966",0,39,9,3259
"3967",1,39,11,5500
"3968",1,0,12,0
"3969",1,13,10,2000
"3970",0,40,12,0
"3971",0,1,11,4000
"3972",0,39,12,3200
"3973",1,13,12,4500
"3974",0,1,10,600
"3975",1,17,11,0
"3976",0,37,8,0
"3977",1,13,12,18500
"3978",0,39,14,0
"3979",0,1,8,0
"3980",0,13,14,4000
"3981",0,2,12,6000
"3982",0,2,17,0
"3983",0,0,11,165
"3984",0,0,12,179
"3985",1,15,10,4000
"3986",1,13,12,398
"3987",1,16,13,5000
"3988",0,17,12,0
"3989",0,19,11,0
"3990",0,13,11,500
"3991",1,39,12,3400
"3992",1,15,12,500
"3993",1,28,16,8000
"3994",1,15,12,0
"3995",1,13,9,0
"3996",0,15,8,0
"3997",1,5,10,874
"3998",1,39,12,0
"3999",0,15,11,0
"4000",0,0,11,7419
"4001",0,17,11,1296
"4002",0,16,12,8617
"4003",1,0,12,4576
"4004",0,13,11,206
"4005",0,28,12,200
"4006",0,9,12,230
"4007",1,28,11,0
"4008",1,16,17,3650
"4009",1,39,11,1798
"4010",0,39,12,7800
"4011",1,15,12,9000
"4012",1,13,11,750
"4013",1,13,12,6000
"4014",1,13,11,3000
"4015",0,13,10,3000
"4016",0,16,12,500
"4017",0,2,12,800
"4018",1,19,12,0
"4019",0,15,10,6000
"4020",1,39,11,0
"4021",0,37,12,3300
"4022",0,13,8,0
"4023",0,0,12,0
"4024",1,9,8,1300
"4025",1,9,9,630
"4026",1,16,11,6500
"4027",1,1,10,6000
"4028",0,16,14,5000
"4029",0,15,12,0
"4030",1,2,8,200
"4031",0,39,12,6000
"4032",1,28,10,0
"4033",0,17,12,2180
"4034",1,39,12,4288
"4035",1,40,16,45000
"4036",0,15,12,0
"4037",0,346,7,0
"4038",1,16,10,20
"4039",1,16,12,8000
"4040",0,9,12,3977
"4041",1,13,16,15000
"4042",1,15,10,0
"4043",1,13,9,5758
"4044",1,16,14,5000
"4045",0,15,12,440
"4046",1,39,11,2716
"4047",0,13,8,800
"4048",1,16,14,9800
"4049",0,17,9,3360
"4050",0,15,12,0
"4051",1,0,12,600
"4052",1,39,11,3268
"4053",0,0,11,1275
"4054",0,0,12,3380
"4055",1,13,11,4260
"4056",0,13,14,100
"4057",0,13,12,126
"4058",0,28,12,0
"4059",1,13,12,3000
"4060",0,346,11,0
"4061",1,13,14,12800
"4062",0,28,12,0
"4063",1,19,10,45
"4064",1,13,12,4000
"4065",0,17,11,500
"4066",1,1,12,5084
"4067",1,0,10,4000
"4068",1,13,13,0
"4069",1,37,11,9300
"4070",0,19,14,0
"4071",1,15,12,4000
"4072",1,16,12,8000
"4073",1,13,14,5200
"4074",0,13,12,0
"4075",1,13,10,15000
"4076",0,19,8,0
"4077",0,39,12,0
"4078",1,39,12,4000
"4079",1,19,12,3000
"4080",1,39,9,2800
"4081",0,1,9,0
"4082",0,37,12,1500
"4083",1,16,10,14000
"4084",0,9,14,7000
"4085",0,1,10,0
"4086",0,1,9,8594
"4087",1,13,14,5
"4088",1,19,10,780
"4089",0,9,9,0
"4090",0,1,12,10000
"4091",0,15,12,0
"4092",1,39,10,6750
"4093",1,16,14,11000
"4094",0,17,12,0
"4095",0,1,10,500
"4096",0,19,16,120
"4097",1,346,12,8000
"4098",1,37,14,1100
"4099",1,9,12,0
"4100",0,2,9,280
"4101",1,39,12,5120
"4102",1,1,15,7500
"4103",1,13,12,10500
"4104",1,39,14,4800
"4105",1,1,9,98
"4106",1,9,12,3500
"4107",1,39,12,6000
"4108",0,5,12,98
"4109",1,0,12,4289
"4110",0,39,14,840
"4111",0,39,16,4093
"4112",0,15,15,0
"4113",0,17,11,3000
"4114",1,15,13,8000
"4115",0,39,12,100
"4116",0,13,12,11636
"4117",0,15,17,2880
"4118",1,0,12,1600
"4119",0,16,11,0
"4120",0,37,8,0
"4121",1,16,12,16020
"4122",1,39,10,4600
"4123",1,9,12,335
"4124",1,1,10,2600
"4125",0,39,12,2500
"4126",1,13,12,0
"4127",0,37,11,2184
"4128",1,13,12,4500
"4129",0,1,11,8000
"4130",0,16,13,6739
"4131",0,1,14,1000
"4132",0,19,12,4420
"4133",1,15,12,1500
"4134",1,39,12,12000
"4135",1,15,12,3000
"4136",0,28,12,17000
"4137",1,9,12,24000
"4138",0,13,11,3500
"4139",0,13,12,2500
"4140",0,16,9,0
"4141",1,13,11,140
"4142",0,13,12,0
"4143",0,1,10,0
"4144",1,2,12,0
"4145",0,1,11,4488
"4146",0,16,9,5100
"4147",1,13,12,4200
"4148",0,9,17,2652
"4149",0,17,12,0
"4150",1,13,12,7000
"4151",0,16,13,2205
"4152",1,13,10,0
"4153",0,13,10,228
"4154",0,40,16,30
"4155",1,1,12,7625
"4156",1,13,9,7800
"4157",0,13,12,0
"4158",1,9,13,0
"4159",1,13,12,1000
"4160",1,16,12,5000
"4161",0,13,12,1200
"4162",0,13,8,140
"4163",1,28,11,0
"4164",0,28,9,0
"4165",1,15,12,0
"4166",0,15,14,2000
"4167",1,39,16,32000
"4168",1,15,12,13900
"4169",0,13,12,6584
"4170",1,15,12,900
"4171",1,15,14,2000
"4172",1,16,14,6300
"4173",0,17,12,0
"4174",1,15,16,6000
"4175",0,40,12,0
"4176",1,13,12,600
"4177",1,28,12,0
"4178",1,15,13,8000
"4179",1,19,11,4000
"4180",1,39,16,6500
"4181",0,13,12,9000
"4182",1,1,12,9600
"4183",1,28,12,3600
"4184",0,17,11,3710
"4185",1,9,11,175
"4186",1,13,12,800
"4187",0,37,11,1032
"4188",1,1,10,5000
"4189",0,13,12,2000
"4190",0,39,12,1600
"4191",1,16,14,2400
"4192",1,0,12,4040
"4193",1,15,14,300
"4194",0,16,10,7103
"4195",0,15,12,0
"4196",1,1,11,2977
"4197",0,1,13,9500
"4198",1,28,11,140
"4199",1,9,14,4800
"4200",1,2,8,1500
"4201",0,1,11,6000
"4202",0,17,12,13000
"4203",1,17,16,0
"4204",1,0,12,0
"4205",1,13,10,1064
"4206",0,39,15,1530
"4207",0,1,12,6000
"4208",0,19,14,2000
"4209",0,2,12,580
"4210",0,1,12,11879
"4211",0,28,12,8100
"4212",0,19,12,0
"4213",1,9,8,3666
"4214",0,19,9,500
"4215",0,28,12,4680
"4216",0,346,11,5000
"4217",0,16,16,800
"4218",1,16,14,1220
"4219",0,13,12,6600
"4220",0,13,12,7800
"4221",1,39,12,2778
"4222",1,13,14,6492
"4223",0,13,12,0
"4224",0,16,12,0
"4225",0,28,10,500
"4226",0,0,10,5000
"4227",0,37,16,3000
"4228",0,13,12,3000
"4229",0,15,10,0
"4230",0,16,12,2500
"4231",1,13,10,13000
"4232",0,9,12,0
"4233",1,19,11,0
"4234",0,16,14,1000
"4235",0,16,12,9000
"4236",1,16,14,10875
"4237",1,1,12,3000
"4238",0,2,12,3200
"4239",0,19,13,4800
"4240",1,39,10,2000
"4241",0,39,10,2000
"4242",1,1,10,4900
"4243",0,1,9,0
"4244",0,2,14,9600
"4245",1,9,11,2200
"4246",0,13,10,64
"4247",1,2,9,2000
"4248",0,1,12,8600
"4249",1,9,10,0
"4250",1,39,12,3950
"4251",1,15,12,6000
"4252",1,1,8,488
"4253",1,15,12,0
"4254",0,13,12,2200
"4255",0,13,12,0
"4256",0,39,11,4500
"4257",0,39,13,12000
"4258",0,39,9,2391
"4259",1,15,12,2720
"4260",0,15,12,100
"4261",0,9,10,3000
"4262",1,19,8,1500
"4263",0,15,12,0
"4264",0,1,11,0
"4265",0,9,8,0
"4266",0,37,11,0
"4267",1,0,13,20643
"4268",0,1,12,0
"4269",0,16,12,0
"4270",0,17,12,950
"4271",0,13,11,4226
"4272",0,0,12,1725
"4273",0,17,10,8136
"4274",0,16,11,0
"4275",0,15,13,6956
"4276",1,9,12,2200
"4277",0,17,13,5200
"4278",1,16,13,450
"4279",0,19,10,7000
"4280",0,16,12,3844
"4281",0,37,10,200
"4282",1,13,12,400
"4283",0,19,14,2040
"4284",0,9,14,0
"4285",1,16,11,12000
"4286",1,19,17,4000
"4287",0,39,14,1800
"4288",0,1,10,800
"4289",0,13,8,1005
"4290",1,13,8,900
"4291",1,16,17,9300
"4292",1,39,13,7700
"4293",1,9,13,5980
"4294",1,13,11,3000
"4295",1,9,12,1400
"4296",0,37,13,0
"4297",0,1,11,0
"4298",1,19,8,0
"4299",1,0,11,5500
"4300",0,2,12,6200
"4301",1,16,11,9000
"4302",1,39,11,8974
"4303",0,13,14,0
"4304",1,19,8,2200
"4305",0,19,10,0
"4306",0,2,11,8
"4307",1,1,9,5000
"4308",0,17,10,2794
"4309",0,13,13,1200
"4310",0,39,12,7873
"4311",1,13,12,0
"4312",1,0,14,7000
"4313",0,17,12,4000
"4314",0,19,15,1300
"4315",0,1,11,0
"4316",1,19,10,4800
"4317",0,16,8,6073
"4318",1,13,12,4680
"4319",0,346,9,0
"4320",0,13,13,550
"4321",1,0,10,9500
"4322",0,16,12,4000
"4323",0,39,14,4300
"4324",1,16,12,7500
"4325",0,0,10,16873
"4326",0,16,12,2971
"4327",0,39,12,8056
"4328",0,13,12,6100
"4329",0,19,12,0
"4330",0,13,12,8300
"4331",1,39,14,6000
"4332",1,37,9,14600
"4333",1,9,12,2000
"4334",0,17,12,0
"4335",1,16,12,9000
"4336",0,13,12,8600
"4337",0,16,12,2600
"4338",1,39,17,3172
"4339",0,39,13,3000
"4340",0,17,12,9450
"4341",1,0,12,400
"4342",0,13,11,1500
"4343",0,13,13,10319
"4344",0,13,7,0
"4345",1,19,15,3000
"4346",1,15,14,150
"4347",1,13,12,11000
"4348",0,16,11,5144
"4349",1,13,11,2000
"4350",1,19,12,600
"4351",1,13,11,1100
"4352",1,9,9,1000
"4353",1,40,9,0
"4354",0,15,12,6000
"4355",1,9,12,0
"4356",1,13,12,8000
"4357",0,13,12,1000
"4358",1,1,11,2500
"4359",0,9,12,8437
"4360",0,16,12,0
"4361",0,0,12,0
"4362",0,1,10,240
"4363",0,1,12,1530
"4364",0,16,12,0
"4365",0,9,11,3600
"4366",1,5,12,12041
"4367",0,9,12,0
"4368",0,28,9,170
"4369",0,9,10,0
"4370",0,17,10,294
"4371",1,2,8,6000
"4372",0,19,9,0
"4373",0,0,13,3600
"4374",1,9,12,200
"4375",0,17,11,1000
"4376",0,1,11,8000
"4377",0,0,9,60
"4378",0,15,17,2700
"4379",1,2,12,6700
"4380",0,13,8,4000
"4381",1,15,12,0
"4382",1,13,12,11000
"4383",1,13,11,552
"4384",0,1,12,8635
"4385",0,17,12,0
"4386",1,39,11,3000
"4387",1,5,10,8680
"4388",1,9,12,1021
"4389",0,13,15,6000
"4390",1,9,10,1000
"4391",0,13,12,0
"4392",1,1,11,98
"4393",1,16,13,11600
"4394",1,9,12,4000
"4395",1,39,13,4800
"4396",0,13,8,960
"4397",0,5,12,0
"4398",0,17,12,0
"4399",0,39,12,1600
"4400",0,13,14,0
"4401",0,1,12,0
"4402",1,13,11,0
"4403",1,37,12,0
"4404",0,13,12,18720
"4405",0,9,11,3703
"4406",1,16,10,3000
"4407",1,13,11,1400
"4408",1,13,12,3000
"4409",0,1,11,4269
"4410",0,39,13,6093
"4411",1,2,13,12800
"4412",0,13,12,0
"4413",1,13,8,3474
"4414",1,5,10,900
"4415",1,1,16,0
"4416",1,0,12,35288
"4417",0,19,12,832
"4418",1,13,12,0
"4419",1,28,15,0
"4420",0,37,12,6000
"4421",0,346,12,0
"4422",0,2,12,0
"4423",1,13,11,0
"4424",0,2,12,8500
"4425",0,16,12,4870
"4426",0,19,12,0
"4427",1,13,13,4000
"4428",1,16,12,1200
"4429",1,15,12,7000
"4430",0,39,12,11885
"4431",1,39,12,5000
"4432",0,17,14,0
"4433",1,15,13,6000
"4434",1,13,12,0
"4435",1,16,12,2400
"4436",1,40,16,9000
"4437",0,39,13,2500
"4438",1,13,16,7000
"4439",0,13,11,1800
"4440",0,13,16,1500
"4441",1,28,10,2100
"4442",0,13,12,1440
"4443",0,19,12,0
"4444",0,15,12,4635
"4445",0,1,12,0
"4446",1,15,12,12000
"4447",1,0,9,900
"4448",0,13,8,200
"4449",0,13,12,6224
"4450",1,1,11,6000
"4451",0,1,10,1253
"4452",1,39,11,7000
"4453",1,13,12,0
"4454",1,13,12,4000
"4455",0,19,11,0
"4456",0,28,8,5000
"4457",0,37,11,7900
"4458",0,13,12,2500
"4459",0,17,12,0
"4460",1,16,12,955
"4461",0,37,13,7000
"4462",0,9,9,2872
"4463",0,1,12,9000
"4464",1,40,12,3000
"4465",1,2,9,3000
"4466",0,13,12,10000
"4467",1,13,11,500
"4468",0,13,14,6000
"4469",0,19,8,6566
"4470",1,39,11,12000
"4471",0,19,12,0
"4472",1,17,12,0
"4473",0,9,12,0
"4474",1,346,12,2520
"4475",0,0,11,711
"4476",0,346,8,0
"4477",0,39,10,0
"4478",1,13,12,15600
"4479",0,28,13,8000
"4480",0,5,12,0
"4481",1,1,10,1800
"4482",0,19,11,0
"4483",0,13,12,2304
"4484",1,13,13,4500
"4485",0,13,12,0
"4486",0,19,12,7040
"4487",0,15,15,0
"4488",1,1,9,800
"4489",0,13,11,0
"4490",0,16,12,12000
"4491",1,39,12,9000
"4492",1,13,12,700
"4493",1,2,14,220
"4494",0,19,13,11000
"4495",1,17,12,0
"4496",1,13,10,0
"4497",1,13,11,6000
"4498",0,9,10,520
"4499",1,17,12,0
"4500",1,28,12,0
"4501",0,19,11,0
"4502",1,39,12,6513
"4503",0,16,12,1700
"4504",1,13,12,1800
"4505",0,13,11,875
"4506",0,17,13,0
"4507",1,39,12,10000
"4508",0,9,9,0
"4509",0,19,12,0
"4510",0,13,12,5600
"4511",1,9,8,0
"4512",1,19,16,20000
"4513",1,19,8,0
"4514",0,13,12,4500
"4515",1,13,12,1120
"4516",0,37,12,0
"4517",0,17,12,4800
"4518",1,13,12,8000
"4519",0,9,11,0
"4520",0,13,9,0
"4521",1,346,11,1200
"4522",0,0,12,176
"4523",1,13,9,12500
"4524",0,15,12,140
"4525",0,9,8,5760
"4526",1,13,12,9000
"4527",0,17,12,3575
"4528",0,0,12,339
"4529",1,2,13,4500
"4530",1,28,12,15000
"4531",1,13,14,4462
"4532",0,17,12,0
"4533",1,13,12,1200
"4534",0,13,12,6000
"4535",1,19,8,5720
"4536",1,9,10,1949
"4537",0,346,15,0
"4538",0,13,12,8000
"4539",1,15,14,8000
"4540",0,2,14,0
"4541",1,16,13,20480
"4542",1,40,17,800
"4543",0,39,14,9100
"4544",0,346,12,4000
"4545",0,1,8,0
"4546",1,9,12,8
"4547",0,13,12,1200
"4548",0,40,12,0
"4549",0,37,11,0
"4550",1,9,12,0
"4551",0,1,8,11600
"4552",1,16,10,4000
"4553",1,13,12,2000
"4554",0,0,13,0
"4555",0,19,12,7372
"4556",0,13,12,11000
"4557",0,19,10,0
"4558",0,9,12,0
"4559",1,37,12,0
"4560",0,2,10,400
"4561",0,13,10,0
"4562",0,17,12,0
"4563",0,1,16,1000
"4564",0,17,12,6171
"4565",0,15,16,0
"4566",0,1,9,0
"4567",0,1,9,300
"4568",1,16,13,0
"4569",0,9,12,0
